protein_ids,symbol,log2FoldChange,baseMean,padj,GO_id,GO_term
g3534.t1,g3534,7.39697440308051,121.462434021158,9.31677338831224e-21,GO:0055085,transmembrane transport
g3534.t1,g3534,7.39697440308051,121.462434021158,9.31677338831224e-21,GO:0035673,oligopeptide transmembrane transporter activity
g3758.t1,g3758,5.92797553784172,4091.71432550767,6.71802913807972e-23,GO:0005506,iron ion binding
g3758.t1,g3758,5.92797553784172,4091.71432550767,6.71802913807972e-23,GO:0004497,monooxygenase activity
g3758.t1,g3758,5.92797553784172,4091.71432550767,6.71802913807972e-23,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
g3758.t1,g3758,5.92797553784172,4091.71432550767,6.71802913807972e-23,GO:0020037,heme binding
g4130.t1,g4130,5.75591747498612,728.521427374283,1.43420475403935e-21,GO:0020037,heme binding
g4130.t1,g4130,5.75591747498612,728.521427374283,1.43420475403935e-21,GO:0016491,oxidoreductase activity
g9104.t1,g9104,5.53587023335341,126.911183462861,3.50363541428793e-14,GO:0030151,molybdenum ion binding
g9104.t1,g9104,5.53587023335341,126.911183462861,3.50363541428793e-14,GO:0016491,oxidoreductase activity
g3645.t1,g3645,5.16738923089698,200.011018406739,2.51812443074849e-52,GO:0005507,copper ion binding
g11593.t1,g11593,4.97022174742056,597.033453326449,6.08480167464961e-113,GO:0016020,membrane
g11593.t1,g11593,4.97022174742056,597.033453326449,6.08480167464961e-113,GO:0055085,transmembrane transport
g8246.t2,g8246,4.6688989673224,8281.37964228093,9.96392877030982e-101,GO:0055085,transmembrane transport
g8246.t2,g8246,4.6688989673224,8281.37964228093,9.96392877030982e-101,GO:0022857,transmembrane transporter activity
g8246.t1,g8246,4.6688989673224,8281.37964228093,9.96392877030982e-101,GO:0055085,transmembrane transport
g8246.t1,g8246,4.6688989673224,8281.37964228093,9.96392877030982e-101,GO:0022857,transmembrane transporter activity
g11952.t1,g11952,4.21630330965683,13922.3814267903,1.72803789545522e-61,nan,
g1076.t1,g1076,3.86218878655346,130.704567802001,2.61207148181599e-22,nan,
g10993.t1,g10993,3.66933656131602,6727.77379739881,4.76456198403706e-45,GO:0005506,iron ion binding
g10993.t1,g10993,3.66933656131602,6727.77379739881,4.76456198403706e-45,GO:0004497,monooxygenase activity
g10993.t1,g10993,3.66933656131602,6727.77379739881,4.76456198403706e-45,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
g10993.t1,g10993,3.66933656131602,6727.77379739881,4.76456198403706e-45,GO:0020037,heme binding
g2896.t1,g2896,3.58020011063409,102.758343272498,1.78180053327105e-06,nan,
g8275.t1,g8275,3.5779932555907,225.06985279921,3.4059544727710203e-46,GO:0055085,transmembrane transport
g8275.t1,g8275,3.5779932555907,225.06985279921,3.4059544727710203e-46,GO:0022857,transmembrane transporter activity
g808.t1,g808,3.37947098176773,107.30203251573,1.40536164126989e-24,nan,
g808.t2,g808,3.37947098176773,107.30203251573,1.40536164126989e-24,nan,
g1595.t1,g1595,3.37445295727815,116.637516881453,5.26211750438964e-22,nan,
g3153.t1,g3153,3.18002576081372,459.549936730102,3.63728220190197e-06,GO:0016717,"oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water"
g3153.t1,g3153,3.18002576081372,459.549936730102,3.63728220190197e-06,GO:0006629,lipid metabolic process
g3391.t1,g3391,3.12448758281916,3256.12655912605,3.67628633522877e-42,GO:0016020,membrane
g3391.t1,g3391,3.12448758281916,3256.12655912605,3.67628633522877e-42,GO:0055085,transmembrane transport
g3391.t1,g3391,3.12448758281916,3256.12655912605,3.67628633522877e-42,GO:0022857,transmembrane transporter activity
g5339.t1,g5339,3.10578266804707,328.126904617527,1.41766840434655e-10,nan,
g500.t1,g500,3.01240371301893,164.58705662932,2.9271749238631503e-31,nan,
g9247.t1,g9247,2.82047506563538,208.999251602013,1.41284632950725e-31,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
g9247.t1,g9247,2.82047506563538,208.999251602013,1.41284632950725e-31,GO:0050660,flavin adenine dinucleotide binding
g903.t1,g903,2.81968523817033,315.539348534328,1.24608293008437e-26,GO:0005524,ATP binding
g903.t1,g903,2.81968523817033,315.539348534328,1.24608293008437e-26,GO:0000103,sulfate assimilation
g903.t1,g903,2.81968523817033,315.539348534328,1.24608293008437e-26,GO:0004020,adenylylsulfate kinase activity
g903.t1,g903,2.81968523817033,315.539348534328,1.24608293008437e-26,GO:0004781,sulfate adenylyltransferase (ATP) activity
g644.t1,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
g644.t1,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity
g644.t1,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0003824,catalytic activity
g644.t2,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0019379,"sulfate assimilation, phosphoadenylyl sulfate reduction by phosphoadenylyl-sulfate reductase (thioredoxin)"
g644.t2,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0004604,phosphoadenylyl-sulfate reductase (thioredoxin) activity
g644.t2,g644,2.72856196890196,560.190137951468,1.11457328363031e-11,GO:0003824,catalytic activity
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0005215,transporter activity
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0006812,monoatomic cation transport
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0016887,ATP hydrolysis activity
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0016020,membrane
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0005524,ATP binding
g5574.t1,g5574,2.71108657386498,769.691173475738,7.97341538918185e-13,GO:0019829,ATPase-coupled monoatomic cation transmembrane transporter activity
g5612.t1,g5612,2.654739978684,1722.37012727737,1.27216512221237e-47,nan,
g11738.t1,g11738,2.58554735783135,1093.30129476569,4.0273199621456295e-11,GO:0016639,"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"
g11738.t1,g11738,2.58554735783135,1093.30129476569,4.0273199621456295e-11,GO:0006520,amino acid metabolic process
g11738.t1,g11738,2.58554735783135,1093.30129476569,4.0273199621456295e-11,GO:0016491,oxidoreductase activity
g5783.t1,g5783,2.50914956925931,3477.40705214605,6.79652721620144e-64,GO:0016020,membrane
g3509.t1,g3509,2.45442446634471,2287.7123422468,2.02086056409758e-93,GO:0016491,oxidoreductase activity
g7371.t1,g7371,2.43477908201092,1277.45196629269,6.564650994242589e-22,GO:0016765,"transferase activity, transferring alkyl or aryl (other than methyl) groups"
g7371.t1,g7371,2.43477908201092,1277.45196629269,6.564650994242589e-22,GO:0006520,amino acid metabolic process
g7371.t1,g7371,2.43477908201092,1277.45196629269,6.564650994242589e-22,GO:0019346,transsulfuration
g7371.t1,g7371,2.43477908201092,1277.45196629269,6.564650994242589e-22,GO:0030170,pyridoxal phosphate binding
g6949.t1,g6949,2.40226718292087,1781.48525338958,1.85941131189512e-25,GO:0004587,ornithine aminotransferase activity
g6949.t1,g6949,2.40226718292087,1781.48525338958,1.85941131189512e-25,GO:0030170,pyridoxal phosphate binding
g6949.t1,g6949,2.40226718292087,1781.48525338958,1.85941131189512e-25,GO:0008483,transaminase activity
g11950.t1,g11950,2.39496288194712,63813.8178214664,2.59675208396109e-39,GO:0005975,carbohydrate metabolic process
g11950.t1,g11950,2.39496288194712,63813.8178214664,2.59675208396109e-39,GO:0008061,chitin binding
g11950.t1,g11950,2.39496288194712,63813.8178214664,2.59675208396109e-39,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
g1557.t1,g1557,2.38104237678848,1606.20357087814,2.45153079304964e-40,nan,
g537.t1,g537,2.34523551796777,2323.51322514543,3.11068822721649e-27,GO:0051536,iron-sulfur cluster binding
g1022.t1,g1022,2.33916542703684,1140.00061382226,1.85810342387695e-24,GO:0005515,protein binding
g1092.t1,g1092,2.33402847234236,401.830228547046,2.01116075809705e-07,nan,
g11951.t2,g11951,2.32497687051102,6364.71919820596,2.1813034563743098e-33,nan,
g11951.t1,g11951,2.32497687051102,6364.71919820596,2.1813034563743098e-33,nan,
g8000.t1,g8000,2.31627672719189,617.578548411669,1.42514031347012e-34,GO:0016020,membrane
g8000.t1,g8000,2.31627672719189,617.578548411669,1.42514031347012e-34,GO:0055085,transmembrane transport
g8000.t1,g8000,2.31627672719189,617.578548411669,1.42514031347012e-34,GO:0030001,metal ion transport
g8000.t1,g8000,2.31627672719189,617.578548411669,1.42514031347012e-34,GO:0046873,metal ion transmembrane transporter activity
g12185.t1,g12185,2.30396650639759,30121.0637963196,1.29218769624588e-34,nan,
g1483.t1,g1483,2.30278783561479,7376.50808067842,1.5182339155715802e-45,GO:0046983,protein dimerization activity
g10438.t1,g10438,2.30188388768592,1039.62132921219,4.76456198403706e-45,nan,
g8078.t1,g8078,2.29993990885756,100.908725308123,1.44732967421736e-11,GO:0055085,transmembrane transport
g8078.t1,g8078,2.29993990885756,100.908725308123,1.44732967421736e-11,GO:0022857,transmembrane transporter activity
g7039.t1,g7039,2.2625766898107,1722.73319882987,2.1549861796718505e-20,nan,
g11310.t1,g11310,2.24110122439096,1907.63674686914,5.36665387266063e-10,GO:0016491,oxidoreductase activity
g11310.t1,g11310,2.24110122439096,1907.63674686914,5.36665387266063e-10,GO:0016209,antioxidant activity
g11310.t1,g11310,2.24110122439096,1907.63674686914,5.36665387266063e-10,GO:0051920,peroxiredoxin activity
g11310.t1,g11310,2.24110122439096,1907.63674686914,5.36665387266063e-10,GO:0098869,cellular oxidant detoxification
g5527.t1,g5527,2.23962774721505,4364.72237821445,7.08488083359755e-27,nan,
g11724.t2,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0051287,NAD binding
g11724.t2,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g11724.t2,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0004470,malic enzyme activity
g11724.t1,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0051287,NAD binding
g11724.t1,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g11724.t1,g11724,2.23768651265006,7939.07987720225,2.47055524371926e-43,GO:0004470,malic enzyme activity
g6113.t1,g6113,2.23711500517588,1080.61576816415,7.473189939082699e-57,nan,
g10230.t1,g10230,2.23036458044721,745.998944795689,3.46641551034501e-48,nan,
g4962.t1,g4962,2.22634658709183,2160.76533200254,1.60639801726226e-39,nan,
g5458.t1,g5458,2.22305974372817,1612.72870223764,4.84850025869475e-47,nan,
g8547.t1,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0006355,regulation of DNA-templated transcription
g8547.t1,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g8547.t1,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0008270,zinc ion binding
g8547.t2,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0006355,regulation of DNA-templated transcription
g8547.t2,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g8547.t2,g8547,2.21632286713756,4380.51083679022,1.21217821274037e-42,GO:0008270,zinc ion binding
g13449.t1,g13449,2.19583884596134,295.193867941205,0.0006530141030328,GO:0005506,iron ion binding
g13449.t1,g13449,2.19583884596134,295.193867941205,0.0006530141030328,GO:0016702,"oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen"
g7323.t1,g7323,2.17100817132978,275.157204789923,2.03965659106842e-26,GO:0017119,Golgi transport complex
g9579.t1,g9579,2.15455689928067,423.689958744298,2.51628464832789e-20,nan,
g10186.t1,g10186,2.13663571647926,224.381729987236,8.99810083857292e-12,nan,
g1152.t1,g1152,2.13089728244797,138.533815773405,4.27779688839362e-06,GO:0003677,DNA binding
g1152.t1,g1152,2.13089728244797,138.533815773405,4.27779688839362e-06,GO:0006351,DNA-templated transcription
g1152.t1,g1152,2.13089728244797,138.533815773405,4.27779688839362e-06,GO:0008270,zinc ion binding
g6117.t2,g6117,2.12511430507405,868.361225878493,1.68880765527551e-32,GO:0005515,protein binding
g6117.t1,g6117,2.12511430507405,868.361225878493,1.68880765527551e-32,GO:0005515,protein binding
g8283.t1,g8283,2.12277862967427,5755.96948948168,1.44805840215867e-83,nan,
g2378.t1,g2378,2.10324937102211,377.127587698796,5.1353916955343605e-09,GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors"
g2378.t1,g2378,2.10324937102211,377.127587698796,5.1353916955343605e-09,GO:0050660,flavin adenine dinucleotide binding
g11185.t1,g11185,2.08232820596132,865.276805162719,7.878467833239229e-36,nan,
g6430.t1,g6430,2.06905198200909,16865.5288611335,1.63536445165113e-43,nan,
g10738.t1,g10738,2.0663955691619,481.410745569745,2.62802973087267e-19,nan,
g3040.t1,g3040,2.04728763620906,910.821468532124,3.2897634466499e-28,nan,
g5780.t1,g5780,2.0175953018461,1727.39766229324,1.76794928918615e-24,GO:0004672,protein kinase activity
g5780.t1,g5780,2.0175953018461,1727.39766229324,1.76794928918615e-24,GO:0005524,ATP binding
g5780.t1,g5780,2.0175953018461,1727.39766229324,1.76794928918615e-24,GO:0006468,protein phosphorylation
g383.t2,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0004672,protein kinase activity
g383.t2,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0005524,ATP binding
g383.t2,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0006468,protein phosphorylation
g383.t1,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0004672,protein kinase activity
g383.t1,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0005524,ATP binding
g383.t1,g383,2.01026174412607,3929.07913134107,1.86856570886073e-38,GO:0006468,protein phosphorylation
g9467.t1,g9467,1.97351805597147,1224.90947373503,1.15690534440346e-21,nan,
g6258.t1,g6258,1.97121807805224,1047.21980278639,2.2533040362960305e-17,nan,
g10620.t1,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer"
g10620.t1,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0019752,carboxylic acid metabolic process
g10620.t1,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0003824,catalytic activity
g10620.t2,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0046912,"acyltransferase activity, acyl groups converted into alkyl on transfer"
g10620.t2,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0019752,carboxylic acid metabolic process
g10620.t2,g10620,1.94474955470378,422.117556580739,1.9971694067296e-17,GO:0003824,catalytic activity
g2470.t1,g2470,1.93291421769816,137.025896921204,0.0885153587550923,GO:0005506,iron ion binding
g2470.t1,g2470,1.93291421769816,137.025896921204,0.0885153587550923,GO:0004497,monooxygenase activity
g2470.t1,g2470,1.93291421769816,137.025896921204,0.0885153587550923,GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen"
g2470.t1,g2470,1.93291421769816,137.025896921204,0.0885153587550923,GO:0020037,heme binding
g12432.t1,g12432,1.92419310323282,1125.36231562265,9.04357383973263e-29,nan,
g5368.t1,g5368,1.92282177746243,161.755672744122,0.0015283572026435,nan,
g12042.t1,g12042,1.92039679395629,2968.00344321939,3.42186691644734e-59,GO:0008270,zinc ion binding
g12042.t2,g12042,1.92039679395629,2968.00344321939,3.42186691644734e-59,GO:0008270,zinc ion binding
g4745.t1,g4745,1.91933148440611,2198.15456056623,3.5406431360843e-28,GO:0003700,DNA-binding transcription factor activity
g4745.t1,g4745,1.91933148440611,2198.15456056623,3.5406431360843e-28,GO:0006355,regulation of DNA-templated transcription
g1849.t1,g1849,1.91809386411458,109.815134976416,5.1833009277622e-09,nan,
g10510.t1,g10510,1.90760752596585,400.116268042438,2.55961500415648e-13,nan,
g5343.t1,g5343,1.89612209781302,2673.00010081601,8.41491797259502e-13,GO:0020037,heme binding
g5343.t1,g5343,1.89612209781302,2673.00010081601,8.41491797259502e-13,GO:0016491,oxidoreductase activity
g4319.t1,g4319,1.89442802245774,7143.17150726,9.81077821921664e-56,nan,
g4520.t1,g4520,1.88000462837059,2947.26460467294,1.60679541382801e-45,nan,
g12442.t1,g12442,1.87155412918955,7038.95278149392,6.22062455137472e-64,GO:0051287,NAD binding
g12442.t1,g12442,1.87155412918955,7038.95278149392,6.22062455137472e-64,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g1045.t1,g1045,1.87015008420426,4750.66593637851,5.5717687729313e-21,GO:0046983,protein dimerization activity
g5377.t1,g5377,1.86971113090784,527.319778617834,2.53873782921285e-16,GO:0055085,transmembrane transport
g5377.t1,g5377,1.86971113090784,527.319778617834,2.53873782921285e-16,GO:0022857,transmembrane transporter activity
g9681.t1,g9681,1.86742092973998,1545.33499224797,3.54783689958705e-25,nan,
g9386.t1,g9386,1.85237399854624,113.516733288752,1.06915530220491e-08,GO:0016117,carotenoid biosynthetic process
g9386.t1,g9386,1.85237399854624,113.516733288752,1.06915530220491e-08,GO:0016491,oxidoreductase activity
g7239.t2,g7239,1.84368830780796,180.397907890092,2.85271972601576e-16,nan,
g7239.t1,g7239,1.84368830780796,180.397907890092,2.85271972601576e-16,nan,
g1537.t1,g1537,1.84190100756818,269.946448801172,6.72536650753691e-29,nan,
g807.t1,g807,1.84086460804715,103.880613508156,2.57863437844372e-08,nan,
g4320.t2,g4320,1.84004784268289,1183.56020418774,3.75344645759547e-31,nan,
g4320.t1,g4320,1.84004784268289,1183.56020418774,3.75344645759547e-31,nan,
g6462.t2,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g6462.t2,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0006631,fatty acid metabolic process
g6462.t2,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0016491,oxidoreductase activity
g6462.t2,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0070403,NAD+ binding
g6462.t1,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g6462.t1,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0006631,fatty acid metabolic process
g6462.t1,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0016491,oxidoreductase activity
g6462.t1,g6462,1.83866977557495,1028.83802065036,1.4208996229727702e-54,GO:0070403,NAD+ binding
g10865.t1,g10865,1.83797016002429,671.603355821109,6.54180223466473e-23,GO:0006555,methionine metabolic process
g10865.t1,g10865,1.83797016002429,671.603355821109,6.54180223466473e-23,GO:0004489,methylenetetrahydrofolate reductase [NAD(P)H] activity
g10617.t1,g10617,1.8231897015771,562.158148003306,3.96264315898496e-11,GO:0016020,membrane
g10617.t1,g10617,1.8231897015771,562.158148003306,3.96264315898496e-11,GO:0055085,transmembrane transport
g10617.t1,g10617,1.8231897015771,562.158148003306,3.96264315898496e-11,GO:0015267,channel activity
g12164.t1,g12164,1.82257661633296,114.765392335951,5.84343599825695e-13,nan,
g9582.t2,g9582,1.81328607156894,2661.5947953934,2.63757304301546e-27,nan,
g9582.t1,g9582,1.81328607156894,2661.5947953934,2.63757304301546e-27,nan,
g13148.t2,g13148,1.80986487921266,4742.06207988255,4.3011382564493e-25,GO:0003677,DNA binding
g13148.t2,g13148,1.80986487921266,4742.06207988255,4.3011382564493e-25,GO:0006351,DNA-templated transcription
g13148.t2,g13148,1.80986487921266,4742.06207988255,4.3011382564493e-25,GO:0008270,zinc ion binding
g13148.t1,g13148,1.80986487921266,4742.06207988255,4.3011382564493e-25,nan,
g13448.t1,g13448,1.80470358849311,631.906265753781,2.17464811101696e-16,GO:0016020,membrane
g13448.t1,g13448,1.80470358849311,631.906265753781,2.17464811101696e-16,GO:0055085,transmembrane transport
g8868.t1,g8868,1.80451227654291,277.686966487728,7.26706454495006e-29,GO:0005515,protein binding
g11766.t1,g11766,1.80429314106827,200.024751691022,8.00504317496216e-23,GO:0005515,protein binding
g8225.t1,g8225,1.79897643123468,1778.47550012587,2.84134755808262e-05,GO:0005975,carbohydrate metabolic process
g8225.t1,g8225,1.79897643123468,1778.47550012587,2.84134755808262e-05,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds"
g1926.t1,g1926,1.79796302804822,2605.3712437623,5.6742015618577895e-43,GO:0005515,protein binding
g9063.t1,g9063,1.79397825739948,715.289358203051,5.02941642466274e-45,GO:0005515,protein binding
g9063.t1,g9063,1.79397825739948,715.289358203051,5.02941642466274e-45,GO:0006355,regulation of DNA-templated transcription
g9063.t1,g9063,1.79397825739948,715.289358203051,5.02941642466274e-45,GO:0043565,sequence-specific DNA binding
g6019.t1,g6019,1.774476311762,1238.87068599009,7.613830217502211e-23,GO:0005515,protein binding
g13161.t1,g13161,1.77251384807236,1028.26741311874,1.61334679162644e-52,nan,
g6391.t1,g6391,1.7638731071706,1056.07739264805,4.70295399296646e-19,nan,
g6107.t1,g6107,1.75968035424246,3088.9333463546,3.39456690723569e-27,GO:0006508,proteolysis
g6107.t1,g6107,1.75968035424246,3088.9333463546,3.39456690723569e-27,GO:0008236,serine-type peptidase activity
g6107.t1,g6107,1.75968035424246,3088.9333463546,3.39456690723569e-27,GO:0004252,serine-type endopeptidase activity
g6107.t1,g6107,1.75968035424246,3088.9333463546,3.39456690723569e-27,GO:0016020,membrane
g6107.t1,g6107,1.75968035424246,3088.9333463546,3.39456690723569e-27,GO:0005618,cell wall
g11169.t1,g11169,1.74665306483615,184.750992382918,0.108354609879959,nan,
g11916.t1,g11916,1.7364983942829,274.671439366238,6.82573563869117e-12,nan,
g8778.t1,g8778,1.73621742335906,4446.10518377736,4.53273571162448e-06,nan,
g8778.t2,g8778,1.73621742335906,4446.10518377736,4.53273571162448e-06,nan,
g6521.t1,g6521,1.72884044016662,12895.6075522868,1.17909193082574e-23,nan,
g6521.t2,g6521,1.72884044016662,12895.6075522868,1.17909193082574e-23,nan,
g8410.t1,g8410,1.72809889073637,135.295823964802,2.72400501067204e-08,GO:1902358,sulfate transmembrane transport
g8410.t1,g8410,1.72809889073637,135.295823964802,2.72400501067204e-08,GO:0016020,membrane
g8410.t1,g8410,1.72809889073637,135.295823964802,2.72400501067204e-08,GO:0055085,transmembrane transport
g8410.t1,g8410,1.72809889073637,135.295823964802,2.72400501067204e-08,GO:0008271,secondary active sulfate transmembrane transporter activity
g13020.t1,g13020,1.72104507820132,1346.75643123266,5.37175720801652e-17,GO:0046168,glycerol-3-phosphate catabolic process
g13020.t1,g13020,1.72104507820132,1346.75643123266,5.37175720801652e-17,GO:0005975,carbohydrate metabolic process
g13020.t1,g13020,1.72104507820132,1346.75643123266,5.37175720801652e-17,GO:0006072,glycerol-3-phosphate metabolic process
g13020.t1,g13020,1.72104507820132,1346.75643123266,5.37175720801652e-17,GO:0051287,NAD binding
g13020.t1,g13020,1.72104507820132,1346.75643123266,5.37175720801652e-17,GO:0016616,"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
g12441.t1,g12441,1.70775958107364,18598.5132023674,3.44429930315041e-72,GO:0005634,nucleus
g12441.t1,g12441,1.70775958107364,18598.5132023674,3.44429930315041e-72,GO:0006334,nucleosome assembly
g7347.t1,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0004502,kynurenine 3-monooxygenase activity
g7347.t1,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0019805,quinolinate biosynthetic process
g7347.t1,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0006569,L-tryptophan catabolic process
g7347.t1,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0071949,FAD binding
g7347.t2,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0004502,kynurenine 3-monooxygenase activity
g7347.t2,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0019805,quinolinate biosynthetic process
g7347.t2,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0006569,L-tryptophan catabolic process
g7347.t2,g7347,1.7072656874393,1178.54501607562,2.86987451164641e-34,GO:0071949,FAD binding
g10946.t1,g10946,1.70717963521687,3126.29643077901,1.2695559671387402e-15,nan,
g13676.t1,g13676,1.70696419388843,1353.21726336848,2.1158305246312302e-20,GO:0016812,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides"
g13676.t1,g13676,1.70696419388843,1353.21726336848,2.1158305246312302e-20,GO:0016787,hydrolase activity
g347.t1,g347,1.70336327486989,4052.56400132205,4.89279717014287e-24,GO:0006355,regulation of DNA-templated transcription
g347.t1,g347,1.70336327486989,4052.56400132205,4.89279717014287e-24,GO:0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific"
g347.t1,g347,1.70336327486989,4052.56400132205,4.89279717014287e-24,GO:0008270,zinc ion binding
g1777.t1,g1777,1.70334300897043,11727.4530592936,1.94433446261328e-39,GO:0005515,protein binding
g3390.t1,g3390,1.70184121335426,157.792143547858,9.58090186882979e-10,nan,
g1587.t1,g1587,1.68257463753173,613.957490654984,2.3357803028603503e-31,nan,
g573.t2,g573,1.68057146983459,178.609089212038,1.7022661464933402e-17,nan,
g573.t1,g573,1.68057146983459,178.609089212038,1.7022661464933402e-17,nan,
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0009584,detection of visible light
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0000155,phosphorelay sensor kinase activity
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0000160,phosphorelay signal transduction system
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0007165,signal transduction
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0005515,protein binding
g729.t1,g729,1.67735592671127,368.572541044234,2.65409844069535e-23,GO:0006355,regulation of DNA-templated transcription
g1402.t1,g1402,1.67712593709515,378.80656733812,3.63910966162226e-21,GO:0003676,nucleic acid binding
g1402.t1,g1402,1.67712593709515,378.80656733812,3.63910966162226e-21,GO:0008270,zinc ion binding
g5437.t1,g5437,1.67533588260618,462.766254723482,3.0448034592063795e-11,GO:0008289,lipid binding
g5437.t1,g5437,1.67533588260618,462.766254723482,3.0448034592063795e-11,GO:0061817,endoplasmic reticulum-plasma membrane tethering
g1301.t1,g1301,1.67409505197705,123.67480699336,2.52606755266996e-20,GO:0005975,carbohydrate metabolic process
g1301.t1,g1301,1.67409505197705,123.67480699336,2.52606755266996e-20,GO:0008061,chitin binding
g575.t1,g575,1.67100539102043,3061.94629212369,6.92045750795224e-23,GO:0016491,oxidoreductase activity
g575.t1,g575,1.67100539102043,3061.94629212369,6.92045750795224e-23,GO:0016903,"oxidoreductase activity, acting on the aldehyde or oxo group of donors"
g13177.t1,g13177,1.66474485868084,789.42184409793,6.01483498395626e-21,nan,
